Date,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2004-12-31,9.074142456054688,30.905601501464844,22.571468353271484,19.643644332885742,12.348752975463867,32.2552490234375,36.38347244262695,340.3494873046875,19.07971954345703,24.427865982055664,0.9832705855369568,56.069679260253906,12.872929573059082,38.89585876464844,29.02138328552246,7.898643970489502,20.490951538085938,5.342310428619385,16.043581008911133,33.723548889160156
2005-01-31,8.225176811218262,28.36418914794922,23.2453670501709,19.84583282470703,12.304266929626465,33.182132720947266,36.09417724609375,346.495361328125,18.818769454956055,23.580642700195312,1.17412269115448,53.1347770690918,11.566004753112793,39.680885314941406,29.21388053894043,8.133856773376465,20.54715347290039,5.009707927703857,14.231980323791504,31.582141876220703
2005-02-28,7.900419235229492,30.25832176208496,22.685142517089844,20.268611907958984,12.69275951385498,33.281005859375,35.550018310546875,340.1122131347656,18.372034072875977,23.087934494018555,1.3698608875274658,52.762123107910156,12.679985046386719,40.40699768066406,36.019161224365234,10.007719993591309,20.28179359436035,5.072962760925293,14.38393783569336,34.171592712402344
2005-03-31,7.076026439666748,29.109102249145508,23.326553344726562,19.079946517944336,12.438511848449707,32.90871047973633,34.618560791015625,320.2985534667969,18.50198745727539,21.856155395507812,1.2724496126174927,52.07822799682617,12.67033863067627,41.36790084838867,33.90842819213867,9.918931007385254,20.011371612548828,4.994948863983154,14.195989608764648,32.154788970947266
2005-04-29,5.7504658699035645,28.161073684692383,21.434776306152344,17.958681106567383,12.966856002807617,34.52839660644531,32.56671905517578,337.85516357421875,18.545297622680664,22.643142700195312,1.1011408567428589,43.52958679199219,13.104414939880371,42.273353576660156,32.44626998901367,9.844941139221191,20.533248901367188,5.108273029327393,14.47990608215332,28.89743995666504
2005-05-31,6.299633026123047,30.09925651550293,22.279176712036133,18.957399368286133,13.322072982788086,34.91314697265625,32.73335647583008,338.9343566894531,18.840713500976562,22.80902099609375,1.2141258716583252,43.17620086669922,13.549583435058594,41.533531188964844,32.13690185546875,10.314530372619629,21.86580467224121,5.018126964569092,14.310029029846191,28.419734954833984
2005-06-30,6.463752269744873,30.483047485351562,20.44423484802246,17.002836227416992,12.542301177978516,33.623619079589844,33.4056282043457,332.6030578613281,19.20561981201172,22.53467559814453,1.124043583869934,42.40469741821289,13.394172668457031,40.23367691040039,32.86311721801758,11.352577209472656,22.504817962646484,5.097541332244873,13.974319458007812,29.7857723236084
2005-07-29,6.842137336730957,34.646339416503906,20.817712783813477,19.098316192626953,13.146126747131348,33.99769973754883,34.202659606933594,316.09515380859375,19.130760192871094,22.637744903564453,1.3023754358291626,47.69670867919922,12.86967945098877,39.58994674682617,33.595062255859375,12.414017677307129,23.139026641845703,5.3424391746521,14.007349967956543,28.656301498413086
2005-08-31,6.351592540740967,35.66175079345703,20.452346801757812,19.882598876953125,13.218223571777344,34.19719696044922,31.25868797302246,318.05718994140625,18.752315521240234,21.83247947692871,1.4318499565124512,46.189598083496094,12.463006973266602,39.4396858215332,34.42055130004883,13.751236915588379,22.812196731567383,5.261592864990234,13.385348320007324,30.20550537109375
2005-09-30,6.28151273727417,37.75684356689453,19.591711044311523,20.519819259643555,13.057522773742676,35.52421569824219,30.466083526611328,330.77362060546875,18.42206573486328,21.858245849609375,1.6370540857315063,45.96042251586914,12.21354866027832,39.371246337890625,36.51221466064453,14.739121437072754,23.609725952148438,5.237557411193848,13.377161026000977,36.08599853515625
2005-10-31,5.366352081298828,33.95112991333008,19.786569595336914,19.361791610717773,12.933565139770508,37.008811950683594,32.89252471923828,332.66290283203125,18.93474769592285,23.82863426208496,1.7585886716842651,46.9114875793457,10.633662223815918,38.96062088012695,32.25992965698242,12.86385440826416,22.12651252746582,5.30588960647583,13.058435440063477,32.5898551940918
