Date,F,CAT,DIS,MCD,KO,PEP,WMT,C,WFC,JPM,AAPL,IBM,PFE,JNJ,XOM,MRO,ED,T,VZ,NEM
2007-03-30,5.25941801071167,44.18580627441406,28.50753402709961,28.856624603271484,15.130410194396973,40.93532180786133,33.38416290283203,396.30694580078125,22.726016998291016,32.732086181640625,2.837132692337036,56.513145446777344,12.98207950592041,38.55221176147461,44.162174224853516,21.695932388305664,26.536380767822266,9.588478088378906,17.089191436767578,32.16100311279297
2007-04-30,5.359407424926758,48.0786247253418,28.962921142578125,30.925582885742188,16.451173782348633,42.56473159790039,34.073875427246094,413.9067687988281,23.68971824645996,35.49909973144531,3.047528028488159,61.27951431274414,13.598806381225586,41.08566665649414,46.46247863769531,22.293046951293945,26.64032745361328,9.53000545501709,17.391618728637695,31.938879013061523
2007-05-31,5.559385299682617,52.02447509765625,29.343791961669922,32.37962341308594,16.703344345092773,44.007389068603516,34.00341796875,424.8476257324219,24.008249282836914,35.315128326416016,3.700700283050537,64.16029357910156,14.279573440551758,40.74287796020508,48.89098358154297,27.30177116394043,25.664274215698242,10.174853324890137,19.828628540039062,31.157636642456055
2007-06-29,6.279303550720215,51.839088439941406,28.654251098632812,32.51414489746094,16.599355697631836,41.99903869628906,34.367767333984375,399.89788818359375,23.396242141723633,33.012107849121094,3.726655960083008,63.34773254394531,13.28223705291748,39.680355072021484,49.30836868286133,26.443973541259766,23.719221115112305,10.214235305786133,18.75360870361328,29.989240646362305
2007-07-31,5.6727070808410645,52.38822937011719,27.697425842285156,30.662954330444336,16.535884857177734,42.497711181640625,32.82473373413086,363.09698486328125,22.46491241455078,30.22051429748535,4.023469924926758,66.59786224365234,12.212182998657227,38.95912170410156,50.04316711425781,24.344682693481445,22.96221351623535,9.750184059143066,19.603239059448242,32.05453872680664
2007-08-31,5.206091403961182,50.37380599975586,28.201019287109375,31.546918869018555,17.065824508666992,44.058509826660156,31.324682235717773,369.7760925292969,24.525510787963867,30.57071876525879,4.22867488861084,70.48157501220703,13.058564186096191,40.057472229003906,50.59735107421875,23.87350845336914,24.44926643371582,9.926965713500977,19.262876510620117,32.44611358642578
2007-09-28,5.6593756675720215,52.14225387573242,28.864078521728516,34.89056396484375,18.348840713500977,47.70637512207031,31.339052200317383,368.1197204589844,23.90801429748535,31.463380813598633,4.686412334442139,71.15199279785156,12.843023300170898,42.59227752685547,54.628395080566406,25.260120391845703,24.640850067138672,10.534483909606934,20.36677360534668,34.42396545410156
2007-10-31,5.9126811027526855,49.835243225097656,29.065509796142578,38.27264404296875,19.718534469604492,48.005916595458984,32.45907974243164,330.4952392578125,22.827402114868164,32.53581237792969,5.800380706787109,70.13726806640625,12.937652587890625,42.248680114746094,54.291954040527344,26.19485855102539,25.061288833618164,10.522805213928223,21.392614364624023,39.172359466552734
2007-11-30,5.0061140060424805,48.025115966796875,27.823326110839844,38.4376335144043,19.93471336364746,50.259063720703125,34.39039611816406,266.09027099609375,21.973634719848633,31.580516815185547,5.564334392547607,63.75477600097656,12.644025802612305,44.187896728515625,52.82627487182617,24.867734909057617,26.106290817260742,9.621350288391113,20.064559936523438,38.241146087646484
2007-12-31,4.486169338226318,48.465946197509766,27.38578987121582,38.726898193359375,19.700374603271484,49.668521881103516,34.27855682373047,235.24612426757812,20.45587921142578,30.216781616210938,6.048642158508301,65.5247573852539,12.09591007232666,43.509483337402344,55.51026153564453,27.074237823486328,26.321828842163086,10.464889526367188,20.287450790405273,37.655155181884766
2008-01-31,4.42617654800415,47.684356689453125,25.31574249267578,35.22299575805664,18.9395809173584,44.53153610229492,36.59360122680664,227.71160888671875,23.09161949157715,33.10090255737305,4.133401393890381,64.92466735839844,12.431168556213379,41.1872444152832,50.776268005371094,20.939603805541992,23.476806640625,9.817349433898926,18.211355209350586,41.83476257324219
2008-02-29,4.352851867675781,48.5844612121582,27.496084213256836,35.81416702270508,18.7662410736084,45.5196647644043,35.764225006103516,191.6593017578125,20.008974075317383,28.387157440185547,3.8176562786102295,69.28003692626953,12.024022102355957,40.68560028076172,51.77494430541992,23.761247634887695,22.333995819091797,8.883821487426758,17.034160614013672,39.45961380004883
2008-03-31,3.8129119873046875,52.58781051635742,26.622249603271484,36.91287612915039,19.665529251098633,47.5015869140625,38.17354202270508,173.14808654785156,19.919984817504883,29.993310928344727,4.381967067718506,70.05889129638672,11.295452117919922,42.5964469909668,50.328975677490234,20.38210678100586,21.68401527404785,9.768889427185059,17.095134735107422,35.002723693847656
2008-04-30,5.506058216094971,55.2509765625,27.513050079345703,39.434627532958984,19.01937484741211,45.087032318115234,42.014068603515625,204.26942443847656,20.364933013916016,33.54670715332031,5.311798572540283,73.44195556640625,10.852923393249512,44.05418014526367,55.380943298339844,20.368696212768555,22.72178077697754,10.00935173034668,18.342037200927734,34.16048049926758
2008-05-30,4.532832145690918,55.7638053894043,28.505659103393555,39.26253128051758,18.49923324584961,44.935726165771484,42.01667785644531,179.21682739257812,19.061613082885742,30.273000717163086,5.763737678527832,79.0757827758789,10.61449909210205,44.13322067260742,53.05223083496094,23.070682525634766,22.876956939697266,10.317054748535156,18.337270736694336,36.72580337524414
2008-06-30,3.2063121795654297,49.812198638916016,26.469539642333984,37.45295333862305,16.904130935668945,42.10381317138672,40.89603805541992,137.21673583984375,16.420509338378906,24.1550350189209,5.113007068634033,72.41637420654297,9.57827091217041,42.546165466308594,52.675689697265625,23.286163330078125,21.652786254882812,8.71131706237793,16.873912811279297,40.38929748535156
2008-07-31,3.19964599609375,47.191707611083984,25.7484130859375,39.83124542236328,16.748029708862305,44.070281982421875,42.657039642333984,155.6661376953125,20.92836570739746,28.924808502197266,4.853753089904785,78.18989562988281,10.236190795898438,45.277217864990234,48.073368072509766,22.208721160888672,21.990680694580078,8.097857475280762,16.42499351501465,37.137088775634766
2008-08-29,2.973004102706909,48.013084411621094,27.445178985595703,41.55453109741211,16.933399200439453,45.341556549072266,43.157867431640625,158.1647491455078,21.156429290771484,27.40132713317871,5.176827907562256,74.66109466552734,10.65034294128418,46.87580871582031,48.06657409667969,20.34227752685547,22.979305267333984,8.407998085021973,16.94611167907715,34.92249298095703
2008-09-30,3.466283082962036,40.457786560058594,26.036863327026367,41.353450775146484,17.319129943847656,47.4793586730957,43.75697708129883,170.82467651367188,26.23062515258789,33.24609375,3.4707627296447754,71.7354965209961,10.27694034576416,46.11042022705078,46.65478515625,17.99526596069336,24.136707305908203,7.338272571563721,15.484073638916016,30.08327865600586
